,0,1,2,3,4,5,6,7,8,9,10
0,0.0,0.0,6.791390894377143e-05,0.0,0.0,3.9470966536699986e-05,5.91392199567e-05,4.754322580991998e-05,0.00011906203872055,5.94694938627e-05,4.192696788402352e-05
1,0.0,0.0,0.000135701257802,0.0,0.0001780034981493,7.946601059906667e-05,0.00011934409121745,0.0001187176821986,0.0001185045330203,0.0001186390800285,0.00011180519290705881
2,7.962769207853333e-05,0.0,0.0001696265722525,0.0002369054418522,0.0002373379975324,0.0001191990158986,0.000179016136826175,0.00016620475507803998,0.0001185045330203,0.0001977318000475,0.00018168343847397057
3,7.930337839446666e-05,0.0,0.00010181090536722858,0.0,0.00011876194184875,0.00015852764287646668,0.0002378599019721,0.00014252898981792,0.0001187206362374,0.0001583392440806667,9.782956776151176e-05
4,0.000237643107539,0.0002375478070462,0.00016970018415507143,0.0,0.00017817956177167498,0.00011881755926875,0.0002376541960984,0.00016630461177554,0.00011877751239805,0.00021777207196763332,0.00016770783044830586
5,7.921436917966666e-05,0.0,0.00020364022098608574,0.0002375494223088,0.00017817956177167498,0.00011881755926875,0.0001188270980492,0.00016630461177554,0.00011877751239805,0.00015837968870373333,0.00016770783044830586
6,0.0,0.0,0.00010182158855185715,0.0002375710610067,0.00011879031808345,0.0001188036985695,0.0001188052265206,9.503312176092e-05,0.0001187866873806,0.00011878967052325,0.00012578088824417649
7,0.00015838402517446667,0.0,0.0002036450231181429,0.0002375844342168,0.0001187927482533,0.0002375938784098,0.0002375981857767,0.000237585772993,0.0002375846961513,0.00017818902415455,0.00018168350524158823
8,0.00015838402517446667,0.0,0.00016970418593178572,0.0002375844342168,0.0001187927482533,0.0001187969392049,0.000178198639332525,0.00014255146379579998,0.00011879234807565,0.00015839024369293335,0.00015373219674288233
9,0.00015838402517446667,0.0,0.0002036450231181429,0.0002375844342168,0.0001187927482533,0.0001187969392049,0.000178198639332525,0.00014255146379579998,0.00011879234807565,0.00015839024369293335,0.0001677078509922353
10,0.0,0.0,6.788449328657142e-05,0.0,5.9395970311e-05,3.9597497864933315e-05,5.9396141296e-05,4.751471860797997e-05,0.00011878881196025,5.939666516495e-05,5.590260330148235e-05
11,0.00015838175507566668,0.0002375861949985,0.0002375861367909,0.0002375861949985,0.0001781896135071,0.00015839455105980002,0.00017819654385674999,0.00016631031612629,0.0001187930902233,0.000178189624421025,0.00018168350524158823
12,7.919087753783333e-05,0.0,0.00013576350673765713,0.0,0.0001187930756714,0.00015839455105980002,0.00017819654385674999,0.00014255169953682,0.0002375861804466,0.00011879308294735,0.00011180523399482352
13,0.00015838773106220002,0.000237586456933,0.00013576351505302856,0.0002375864423811,0.00017818968990465,0.00015839284363506668,0.0001187929228763,0.00016631034668527998,0.00011879319936265,0.00017818971173250001,0.00018168350524158823
14,0.0,0.0,0.00010182263628977143,0.0002375862968619,0.00017818963533495,0.00019799300692583335,0.0001187976231449,0.00014255170826796,0.0002375862677581,0.0001187931047752,0.00015373219674288233
15,7.919079992763333e-05,0.0,0.00010182263628977143,0.0,0.00017818963533495,0.0001187958041555,0.0001187976231449,0.0001187930902233,0.00011879313387905,0.0001187931047752,0.00011180523399482352
16,7.919379277153333e-05,0.0,0.0002036452850526,0.0,0.00011879314843095,0.0001583926884146667,0.0001781892533472,0.00014255174319258,0.0001187932502944,0.00013859202348004998,0.00015373219674288233
17,0.0001583815998552667,0.0,0.00020364527257954286,0.0002375862968619,0.0002375861804466,0.0001187958041555,0.0002375952462898,0.00019006894435728,0.00011879313387905,0.00021778735875453334,0.00018168350524158823
18,0.0,0.0,0.00016970439381628572,0.0002375862968619,0.00017818963533495,0.00015839440554066668,0.0001187976231449,0.00014255170826796,0.00011879313387905,0.00013859195557106667,0.0001677078509922353
19,0.0,0.0,3.394087876325715e-05,0.0,5.939654511165e-05,7.919720277033333e-05,0.0001187976231449,7.127585413398e-05,0.0002375862677581,7.919540318346666e-05,5.590261699741176e-05
20,0.0,0.0,0.00013576887847319998,0.0,0.0001187917368952,0.00011879317025885,0.000178189799043975,0.0001187866728287,0.00011878832447105,0.000138591913128025,0.0001118052066029647
21,0.0002375723997829,0.0002375862968619,0.00020364527257954286,0.0002375862968619,0.00017818963533495,0.00015839440554066668,0.0002375952462898,0.00019006894435728,0.00011879313387905,0.00021778735875453334,0.0002096348137402941
22,0.0,0.0,0.00013576351505302856,0.0002375862968619,0.0002375861804466,0.0001187958041555,0.00017819643471735,0.00016631032631262,0.00011879313387905,0.00017818965716280002,0.00015373219674288233
23,0.0,0.0,0.0001697044146047143,0.0002375865587964,0.00011879314843095,0.0001583926884146667,0.00017818923151935,0.00016631036705801,0.0002375865151407,0.00013859203196865832,0.00013975654249352942
24,7.919079992763333e-05,0.0,0.00016970439381628572,0.0002375862968619,5.939654511165e-05,0.0001187958041555,0.0002375952462898,0.00014255170826796,0.00011879313387905,0.00013859195557106667,0.00012578088824417649
25,7.919079992763333e-05,0.0,0.00016970439381628572,0.0002375862968619,0.0001187930902233,0.0001187958041555,0.0002375952462898,0.0001187930902233,0.00011879313387905,0.00015839080636693336,0.00013975654249352942
