user_id,item_id,score
1,1,1
2,1,1
3,1,1
4,1,1
5,1,0
6,1,1
7,1,1
8,1,1
9,1,1
10,1,1
11,1,1
12,1,0
13,1,1
14,1,0
15,1,1
16,1,1
17,1,1
18,1,1
19,1,1
20,1,1
21,1,1
22,1,0
23,1,1
24,1,1
25,1,1
26,1,1
27,1,1
28,1,1
29,1,1
30,1,1
31,1,1
32,1,0
33,1,1
34,1,1
35,1,1
36,1,1
37,1,1
38,1,1
39,1,0
40,1,1
41,1,0
42,1,1
43,1,1
44,1,1
45,1,1
46,1,1
47,1,0
48,1,1
49,1,1
50,1,1
51,1,0
52,1,1
53,1,1
54,1,1
55,1,1
56,1,1
57,1,0
58,1,0
59,1,1
60,1,1
61,1,1
62,1,1
63,1,1
64,1,1
65,1,1
66,1,1
67,1,0
68,1,1
69,1,1
70,1,1
71,1,1
72,1,1
73,1,1
74,1,1
75,1,1
76,1,1
77,1,0
78,1,0
79,1,1
80,1,0
81,1,1
82,1,0
83,1,1
84,1,1
85,1,1
86,1,1
87,1,0
88,1,1
89,1,0
90,1,1
91,1,1
92,1,1
93,1,1
94,1,0
95,1,1
96,1,0
97,1,0
98,1,1
99,1,1
100,1,0
101,1,1
102,1,0
103,1,1
104,1,1
105,1,0
106,1,1
107,1,1
108,1,1
109,1,0
110,1,1
111,1,1
112,1,0
113,1,0
114,1,0
115,1,1
116,1,1
117,1,1
118,1,1
119,1,0
120,1,1
121,1,1
122,1,0
123,1,1
124,1,1
125,1,1
126,1,1
127,1,1
128,1,0
129,1,0
130,1,1
131,1,1
132,1,1
133,1,1
134,1,1
135,1,1
136,1,0
137,1,1
138,1,0
139,1,0
140,1,0
141,1,1
142,1,0
143,1,1
144,1,1
145,1,1
146,1,1
147,1,1
148,1,1
149,1,0
150,1,0
151,1,0
152,1,1
153,1,1
154,1,1
155,1,0
156,1,1
157,1,1
158,1,1
159,1,1
160,1,0
161,1,1
162,1,1
163,1,1
164,1,0
165,1,1
166,1,1
167,1,0
168,1,1
169,1,1
170,1,0
171,1,0
172,1,1
173,1,0
174,1,0
175,1,0
176,1,0
177,1,0
178,1,1
179,1,1
180,1,1
181,1,1
182,1,1
183,1,1
184,1,1
185,1,1
186,1,1
187,1,1
188,1,0
189,1,1
190,1,1
191,1,1
192,1,1
193,1,1
194,1,1
195,1,0
196,1,1
197,1,1
198,1,0
199,1,1
200,1,0
201,1,1
202,1,1
203,1,1
204,1,1
205,1,1
206,1,0
207,1,1
208,1,1
209,1,1
210,1,1
211,1,1
212,1,1
213,1,1
214,1,1
215,1,1
216,1,1
217,1,1
218,1,1
219,1,1
220,1,1
221,1,1
222,1,1
223,1,1
224,1,1
225,1,1
226,1,0
227,1,1
228,1,1
229,1,1
230,1,1
231,1,1
232,1,1
233,1,1
234,1,0
235,1,1
236,1,1
237,1,1
238,1,1
239,1,1
240,1,1
241,1,1
242,1,1
243,1,1
244,1,1
245,1,1
246,1,0
247,1,1
248,1,0
249,1,1
250,1,1
251,1,1
252,1,1
253,1,1
254,1,1
255,1,1
256,1,1
257,1,1
258,1,1
259,1,0
260,1,0
261,1,1
262,1,0
263,1,1
264,1,1
265,1,1
266,1,1
267,1,1
268,1,1
269,1,1
270,1,1
271,1,1
272,1,1
273,1,1
274,1,1
275,1,1
276,1,1
277,1,1
278,1,1
279,1,1
280,1,1
281,1,1
282,1,1
283,1,1
284,1,1
285,1,1
286,1,1
287,1,1
288,1,1
289,1,1
290,1,1
291,1,1
292,1,0
293,1,1
294,1,1
295,1,1
296,1,1
297,1,1
298,1,1
299,1,1
300,1,1
301,1,1
302,1,1
303,1,0
304,1,1
305,1,0
306,1,1
307,1,0
308,1,1
309,1,0
310,1,1
311,1,0
312,1,1
313,1,0
314,1,1
315,1,1
316,1,0
317,1,1
318,1,0
319,1,1
320,1,1
321,1,1
322,1,0
323,1,1
324,1,1
325,1,0
326,1,1
327,1,1
328,1,1
329,1,1
330,1,1
331,1,0
332,1,1
333,1,0
334,1,1
335,1,1
336,1,1
337,1,1
338,1,1
339,1,1
340,1,1
341,1,0
342,1,0
