,0,1,2,3,4,5,6,7
0,0.0,0.0005742621321517539,0.0,0.0018649668199941,0.000466230179881675,0.0009330355678685,0.0006873726808024632,0.0006218545216445999
1,0.0,0.00014278677722009208,0.0,0.00075020021758972,0.0,0.00093005452072245,0.00019630545897310518,0.0006223967066034666
2,0.0006249372381716666,0.0012850809949808307,0.0012434507564951334,0.00112530032638458,0.0016416541911894252,0.0018601090414449,0.0009815272948655264,0.0018671901198104
3,0.0018647061660885,0.0007179498117273461,0.0006219117979829334,0.0003729266813024798,0.0006992113339947375,0.0,0.0004909887885380526,0.0
4,0.0018690415890887,0.0017189291090918771,0.0012436589070906002,0.0018692928133532,0.00163585459813475,0.0018636118620634,0.0014726743776056843,0.0012441591049234002
5,0.0018690415890887,0.0015756850166675537,0.0018654883606359,0.0018692928133532,0.001869548112154,0.0018636118620634,0.0015708526694460632,0.0018662386573851
6,0.001865447149612,0.0017223739638350772,0.0018656897591426,0.001865430152975,0.0018654152518138,0.0018658081535249,0.0017674960024458002,0.0018656346946954
7,0.0018669102573767,0.0017209630101345233,0.0012437358188132001,0.0018669998971745,0.001633713938645075,0.0018649100093171,0.0016691916818289264,0.0018658862682059
8,0.0018669102573767,0.001577549425956646,0.0018656037282198,0.0018669998971745,0.0018671016441658,0.0018649100093171,0.0016691916818289264,0.0012439241788039334
9,0.0018655458698049,0.0015787531603844,0.0018656897591426,0.001492428779602,0.0018655275925993,0.0018657424952834,0.0015711041265412211,0.0006218835478648333
10,0.0006220380309969,0.0010043394644386385,0.0018656471511349,0.0003732287092134198,0.0016329133941325625,0.0,0.0006873384975877,0.0006219182008256333
11,0.0012440760619938003,0.0007173853317418846,0.0012437647674232667,0.0,0.0006998200260568125,0.0,0.0004909560697054999,0.0
12,0.0018656669417396,0.0015786515029433078,0.0012437891370306001,0.0011193998157978,0.001632458472158675,0.00093283259775485,0.001276516049217979,0.0006218902999534999
13,0.0018658151384443,0.0017220120375545543,0.001243775555243067,0.001865821541287,0.0016326127952196999,0.001865578116849,0.0015710818728333473,0.0012438037277509334
14,0.0018658151384443,0.0015785110344250077,0.0018656633328646,0.001865821541287,0.0018658431945368,0.001865578116849,0.0016692744898854316,0.0018657055916264
15,0.0018657145556062,0.0015786013637597077,0.0012437792029231334,0.0018657207256183,0.001632515311939575,0.0018656409811228,0.0014728964245142367,0.0012437941040843335
16,0.0018657026812434,0.0017221188530898463,0.0012437795909742001,0.0014925604686140802,0.00163250074547245,0.0018656466854736,0.001472896332607421,0.0018656869651749
17,0.0018657026812434,0.0015786089486656922,0.0018656693864613,0.0014925604686140802,0.0018657151376828,0.0018656466854736,0.0015710894214479158,0.0006218956550582999
18,0.0018656647298485,0.001578646676185023,0.0018656715983524,0.0018656690372154,0.0018656726460903,0.0018656726460903,0.0015710918722967578,0.0012437809879580668
19,0.0018656603060662,0.0018656732281669,0.0018656715983524,0.0018656551837921,0.0018656670581549,0.0018656726460903,0.0017674789077749369,0.0018656798638403
20,0.0006218867686887333,0.0002870266504872153,0.0006218905327841333,0.0,0.000466416764538725,0.0,0.00029457981796248957,0.0006218932879467666
21,0.0018655160674825,0.000717626445783423,0.0006218889417747333,0.0003731007222085998,0.0006995601870585,0.0,0.0004909696719167894,0.0
22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,0.0018656443571671,0.0008610873124919999,0.0012437816088398002,0.0018656383035704,0.0006996178126428,0.00093284115428105,0.0010801270101709422,0.0012437848684688
