,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100
0,5.283886639517732e-05,5.558026168728247e-05,4.438620089786127e-05,5.112124199513346e-05,5.551265348913148e-05,3.6433433706406504e-05,4.5195491111371666e-05,4.889241972705349e-05,3.3564992918400094e-05,5.552142101805657e-05,5.551424692384899e-05,3.8747522921767086e-05,5.5504609917989e-05,5.023957783123478e-05,3.757444574148394e-05,5.581742152571678e-05,1.980158413061872e-05,5.5830074416007847e-05,5.354931090550963e-06,5.569897257373668e-05,5.320655327523127e-05,5.278297248878516e-05,5.5660166253801435e-05,4.818327215616591e-05,5.033539855503477e-05,1.4179646314005367e-05,4.71910898340866e-05,1.3631261936097872e-05,5.352820153348148e-05,2.8049056709278375e-05,4.580686072586104e-05,5.151378354639746e-05,4.035742313135415e-05,1.873900691862218e-05,4.129646549699828e-05,1.036786397889955e-05,5.510326082003303e-05,4.938292477163486e-05,2.495900662324857e-05,2.5958153855754063e-05,1.613085623830557e-05,3.0478579446935328e-06,4.7352685214718804e-05,2.4680106434971094e-05,9.236638106813189e-06,5.393841092882212e-06,2.1507043129531667e-05,5.289142791298218e-05,4.988968066754751e-05,9.75097282207571e-06,5.4338175687007606e-05,5.531395800062455e-05,4.309442738303915e-05,5.536631215363741e-05,5.110211350256577e-05,2.6070883905049413e-05,4.193115819361992e-05,5.052367487223819e-05,1.6326010154443793e-05,4.995891868020408e-05,1.2200019227748271e-05,1.489075930294348e-05,3.605419988161884e-05,2.371594928263221e-05,4.984523184248246e-05,3.9693106373306364e-05,5.2152467105770484e-05,5.135688843438402e-05,3.8044690882088616e-05,5.588688509305939e-05,1.3956572786355537e-07,1.5501240341109224e-05,5.352431981009431e-05,7.081434887368232e-06,3.8083082472439855e-05,5.49398064322304e-05,1.104249258787604e-05,5.474254794535227e-05,3.129239587451593e-07,5.4740918130846694e-05,1.094006893254118e-05,2.3798160327714868e-05,7.848158020351548e-06,2.729515290411655e-05,5.5336833611363545e-05,5.459046587930061e-05,1.3818521438224707e-05,3.755413490580395e-05,5.545539897866547e-05,7.734102837275714e-06,5.3277013648767024e-05,1.3269568626128603e-05,2.4128356017172337e-05,1.1766616808017716e-05,3.8616268284386024e-05,3.7808160413987935e-05,4.935152901452966e-05,1.1196482773812022e-05,2.867906732717529e-05,3.466222187853418e-05,4.035684105474502e-05
1,4.783303302247077e-05,4.575752973323688e-05,4.256872853147797e-05,3.87849795515649e-05,4.558585715130903e-05,3.6214663850842044e-05,4.3163578084204346e-05,4.56954694527667e-05,3.375206142663956e-05,4.5606775529449806e-05,4.558957880362868e-05,3.8143476558616385e-05,4.5565269829239696e-05,4.6515844587702304e-05,3.717271101777442e-05,4.6498593292199075e-05,2.1050440409453586e-05,4.654665826819837e-05,6.258851044549374e-06,4.799326052307151e-05,4.7975958295864984e-05,4.781076859217137e-05,4.597257429850288e-05,4.523778989096172e-05,4.6571021812269464e-05,1.5490037185372785e-05,4.457302929949947e-05,1.4935806575522292e-05,4.8086985771078616e-05,2.882406988646835e-05,4.360490493127145e-05,4.72166393592488e-05,3.9450253098038957e-05,2.0016052076243795e-05,4.0198105125455186e-05,1.159019666374661e-05,4.830697798752226e-05,4.600186366587877e-05,2.5965477107092738e-05,1.5228952179313637e-05,1.7444530385546386e-05,3.691562142194016e-06,4.468314000405371e-05,2.5703460778458975e-05,1.0409660717414226e-05,6.301316261669854e-06,2.2695054212817922e-05,4.785534838447347e-05,4.630952389561571e-05,1.094771232601488e-05,4.829007957596332e-05,4.8255595174850896e-05,4.1595500078983605e-05,4.823381095775403e-05,4.699976125266403e-05,2.7001373382518068e-05,4.0696879295865074e-05,4.667909161071293e-05,1.7638198187341914e-05,4.635111690731719e-05,1.347884153801715e-05,1.6205673091462813e-05,3.589395419112407e-05,2.4797111109364778e-05,4.628266833606176e-05,3.891496089636348e-05,4.7531626478303224e-05,4.713509770226665e-05,3.756359365070239e-05,4.682863800553605e-05,2.0262791622371878e-07,1.6816697097965516e-05,4.8086199967656285e-05,8.126287866616622e-06,2.5202201868523844e-05,4.832604099647142e-05,1.228894052474061e-05,4.832980630453676e-05,4.3389596271481423e-07,4.8329613491659984e-05,1.2183018952782732e-05,2.4873525035218336e-05,8.94412187335547e-06,2.8132708393968642e-05,4.824525967705995e-05,4.83207986690104e-05,1.5125372556212824e-05,3.7156001781113446e-05,4.8194266128120944e-05,8.823022653814405e-06,4.8001100367400795e-05,1.4569100130756851e-05,2.518567089282442e-05,1.3034636140218936e-05,3.803595609497279e-05,3.736773578566499e-05,3.663946336018853e-05,1.2447801054804586e-05,2.9398728656815365e-05,2.2197013095137663e-05,3.9449780160794035e-05
2,1.1638298019533977e-05,2.9740651825704845e-06,2.328105256310664e-05,7.9602153846281e-07,2.8595729872904485e-06,3.31655828631483e-05,2.2242295017349534e-05,1.735512887535151e-05,3.662768722278997e-05,2.873197217923007e-06,2.8621655019378522e-06,3.0340002922457643e-05,2.8459448913054075e-06,1.548889667901676e-05,3.17770718538668e-05,3.5644798117573373e-06,5.245173815637827e-05,3.6085232295590686e-06,6.4348460000474e-05,5.885734481125837e-06,1.104888906411361e-05,1.1727932360372506e-05,3.1273200420400826e-06,1.831452209444251e-05,1.5353120033978485e-05,5.825963307870552e-05,1.9636629076558165e-05,5.87844624533318e-05,1.0518082490307279e-05,4.3139385525137186e-05,2.1452597138704732e-05,1.365784464724129e-05,2.8351762011880055e-05,5.3595918870996684e-05,2.7182790290680714e-05,6.165642844280228e-05,7.528004516643705e-06,1.6682031855452806e-05,4.670139969675802e-05,7.486792519273422e-09,5.6320743169635534e-05,6.355150981107727e-05,1.942294511536602e-05,4.7019457269925624e-05,6.250988371903077e-05,6.434418901335448e-05,5.058233000454493e-05,1.1557792277017143e-05,1.598014023329597e-05,6.213263986865059e-05,9.091327228816226e-06,7.027851097518578e-06,2.492442035872955e-05,6.8891695264028385e-06,1.4258382179832552e-05,4.542914393823594e-05,2.63903675659094e-05,1.5086858184076846e-05,5.612140375887975e-05,1.5883968444541097e-05,6.0105041484348476e-05,5.756558675784618e-05,3.362595089129172e-05,4.811121107195504e-05,1.6040974514908157e-05,2.917469282692764e-05,1.2704275832220446e-05,1.3888375178794377e-05,3.12003176077269e-05,3.893853318004403e-06,4.3012521928176284e-05,5.695803338312544e-05,1.052505467669107e-05,6.381054845405743e-05,7.214693908963454e-08,7.891399945947342e-06,6.110494723543525e-05,8.30369936011266e-06,4.916802208754234e-05,8.306571544380859e-06,6.11913128523156e-05,4.8019865062087774e-05,6.340828258544207e-05,4.401641490403563e-05,6.965189641050529e-06,8.60690215631621e-06,5.860739474883303e-05,3.180356725351885e-05,6.656201549049001e-06,6.347284215735272e-05,1.0933749763353262e-05,5.912584674661048e-05,4.764590266859159e-05,6.048664727131836e-05,3.050350096600596e-05,3.1492425478063524e-05,5.519164005818311e-07,6.097651203162968e-05,4.240549969836138e-05,3.935994996595582e-08,2.8352802473818883e-05
3,6.693465365970042e-06,1.0159914154428407e-06,1.841628909460269e-05,1.7304166988196812e-07,9.633314448365127e-07,3.205870962119661e-05,1.7189147911267355e-05,1.1897845979547128e-05,3.77983451471664e-05,9.695539802123676e-07,9.645102636568481e-07,2.777108602458611e-05,9.571082273396314e-07,1.0082180779136252e-05,2.9910119337728247e-05,1.2994008784517064e-06,7.423502393066883e-05,1.32130742258596e-06,0.0001548435539007187,2.5823521809797967e-06,6.218013822945068e-06,6.766732894902816e-06,1.0876665328396484e-06,1.2875219908892177e-05,9.954396773537155e-06,9.622813377063721e-05,1.4270627616497222e-05,9.875805699266493e-05,5.799973678222159e-06,5.034466812503524e-05,1.628079371585045e-05,8.410161171923392e-06,2.494856744306162e-05,7.793529221089557e-05,2.3359947590506636e-05,0.00011593512317631394,3.6306921629147837e-06,1.1230136806261726e-05,5.844246334163472e-05,3.8106304223184395e-10,8.785477984929457e-05,0.00018565090431366116,1.4041347640159074e-05,5.921828778809868e-05,0.00012298872752580792,0.0001544346596347168,6.864400347694755e-05,6.627806214964949e-06,1.0549208127486054e-05,0.00011969344632234424,4.724730388261378e-06,3.300055368526955e-06,2.043264430540148e-05,3.210132263120613e-06,8.9465484052198e-06,5.5428736231988296e-05,2.2312005967251025e-05,9.705776392365806e-06,8.70661751832813e-05,1.0457128155394457e-05,0.00010580391244729981,9.306814172305167e-05,3.278980511822738e-05,6.195929017849267e-05,1.060765589500079e-05,2.6098268790519796e-05,7.5827183536603115e-06,8.614693797426298e-06,2.904107896029018e-05,1.4656719713457278e-06,0.000328096910379827,9.045814658747986e-05,5.805424734717235e-06,0.00013879832113161683,7.279035152407687e-09,3.8768976082792506e-06,0.00011203575559193268,4.16226339439163e-06,0.0002945389423985034,4.1642474570835475e-06,0.00011261639156145975,6.172434223117307e-05,0.00013274808588903397,5.224253618507646e-05,3.2593097785138525e-06,4.3761369852290954e-06,9.788665192900226e-05,2.9949391318950802e-05,3.0607175176555756e-06,0.00013361302262637764,6.126511379989097e-06,0.00010047762771137059,6.077592115616426e-05,0.00010807460057549179,2.8009690140606835e-05,2.9479355362127535e-05,1.0631939773020349e-07,0.00011117703979834914,4.8796471673995256e-05,3.2966021024094516e-09,2.4950053557404317e-05
4,1.6222449630731717e-05,5.651535047945799e-06,2.6816156605491415e-05,1.978705540750525e-06,5.479207629832672e-06,3.385365198482759e-05,2.5980751161114313e-05,2.178174145228695e-05,3.593566361814737e-05,5.49981359654339e-06,5.48313118997612e-06,3.20071485475637e-05,5.458627128973603e-06,2.0051242245244794e-05,3.296259819762781e-05,6.516982921311865e-06,4.245676245773211e-05,6.580080480489414e-06,3.7651432648999617e-05,9.638581104809418e-06,1.5601501218043268e-05,1.6316023902618326e-05,5.87975455346168e-06,2.264246722916141e-05,1.99221776711056e-05,4.290679135010578e-05,2.3798605980118737e-05,4.2846200813073665e-05,1.5033189811219927e-05,3.927909710910171e-05,2.533290535211563e-05,1.827726919145789e-05,3.062890755245462e-05,4.267121767043136e-05,2.978821976284962e-05,4.194428402115591e-05,1.1653219189611264e-05,2.1166288206586614e-05,4.075102697242983e-05,4.413009691006664e-08,4.295576218282804e-05,3.3040327252820134e-05,2.3614278688910417e-05,4.086875924258493e-05,4.136351344641298e-05,3.770710827666335e-05,4.200759212835692e-05,1.6138286810019054e-05,2.05140131583903e-05,4.164829806541093e-05,1.3461026355798822e-05,1.1053510206693318e-05,2.809944089676719e-05,1.088509634428192e-05,1.8867742255679332e-05,4.025713860755786e-05,2.920568294939585e-05,1.9668490494950674e-05,4.294765312806703e-05,2.042384585365653e-05,4.2572977690724656e-05,4.295418330002576e-05,3.4141969081247225e-05,4.125413397559896e-05,2.057096571661532e-05,3.120726250926964e-05,1.7320575352641754e-05,1.850495027611032e-05,3.2582986023044214e-05,6.9849129431531765e-06,1.2509463886090089e-05,4.296758561395109e-05,1.5040984180814121e-05,3.971093974541873e-05,2.8303034582677356e-07,1.2082202374585904e-05,4.221726703690365e-05,1.25623073472525e-05,1.6543914171052165e-05,1.2565563338284846e-05,4.2178533476544544e-05,4.122285099583678e-05,4.0394148527411744e-05,3.966643998865038e-05,1.0977478268614504e-05,1.2911078556498978e-05,4.2869192839134485e-05,3.298032970633358e-05,1.0600323548715096e-05,4.030061973026022e-05,1.5478986824746244e-05,4.279284257791005e-05,4.1093688196269795e-05,4.245523814461194e-05,3.211770672351122e-05,3.277610085206106e-05,1.4740452343176003e-06,4.227214230922982e-05,3.894219116773456e-05,1.7248653705337347e-07,3.062967152800411e-05
5,1.062555475073168e-05,2.4966545879578916e-06,2.2382768293027766e-05,6.20465698375483e-07,2.39508426602697e-06,3.297374496469274e-05,2.1302357708918862e-05,1.6300242350553162e-05,3.682613532873802e-05,2.4071578081930056e-06,2.3973868792381836e-06,2.9887238270021044e-05,2.383008904871531e-06,1.4425817425944842e-05,3.14507597067859e-05,3.0239950774557656e-06,5.578118361881934e-05,3.0635296752734575e-06,7.550956797786057e-05,5.144946953805629e-06,1.0052293873741291e-05,1.0712913535826374e-05,2.6329471438657492e-06,1.7271522665396333e-05,1.4290118997450918e-05,6.374361691996455e-05,1.8618567992234603e-05,6.451967055909336e-05,9.538026461086702e-06,4.4315165723674e-05,2.04849784495309e-05,1.260712724615587e-05,2.774441054498311e-05,5.7280209148302674e-05,2.6495385100133717e-05,6.910415686434135e-05,6.6813659032050055e-06,1.562189390824642e-05,4.85732925881166e-05,4.572370038147255e-09,6.097427467466332e-05,7.729290518909693e-05,1.8400316548650153e-05,4.896019527222961e-05,7.065509998938069e-05,7.546856795670465e-05,5.338353366823867e-05,1.0547084457357414e-05,1.4917170119588263e-05,6.995325384195894e-05,8.16622832644498e-06,6.210781521076569e-06,2.41043289861409e-05,6.080706043576356e-06,1.3201202818891034e-05,4.703661034000106e-05,2.565320573921781e-05,1.4024813935975544e-05,6.0696820582961664e-05,1.4820847354712896e-05,6.654416938545182e-05,6.273469625739381e-05,3.348139944137074e-05,5.0297803682042286e-05,1.4978198123571929e-05,2.862846667994745e-05,1.1668154002109077e-05,1.2834847439080477e-05,3.082174589508213e-05,3.3206069929292426e-06,6.212429434526712e-05,6.186831888044253e-05,9.544905879010912e-06,7.348582585109398e-05,4.946183551624017e-08,7.024711976555409e-06,6.816534732934088e-05,7.415655090881046e-06,6.805313023505732e-05,7.418298082484398e-06,6.830938946222886e-05,5.0185084546683356e-05,7.2504386480432e-05,4.53509455837775e-05,6.15193675912451e-06,7.70397309679538e-06,6.425606261473149e-05,3.1479576136916876e-05,5.862530088052154e-06,7.265251042554155e-05,9.940631571225822e-06,6.50331421638839e-05,4.9725691496860236e-05,6.71524103381671e-05,3.006418228324037e-05,3.11399890051689e-05,4.216506113152718e-07,6.79518561810255e-05,4.3453073885757476e-05,2.6150374310418556e-08,2.7745496481657028e-05
6,1.578736919327639e-05,5.367329777072882e-06,2.6490813979762606e-05,1.836914293562586e-06,5.200286523177056e-06,3.3790718589443713e-05,2.5635952624725178e-05,2.1370693502831273e-05,3.5999244573758915e-05,5.220224920776673e-06,5.204090484767221e-06,3.185361492796801e-05,5.180191237741383e-06,1.9624789274530485e-05,3.285415732534602e-05,6.208835202414775e-06,4.337531208875589e-05,6.270238827710273e-06,3.997103340225294e-05,9.26382199395448e-06,1.5167776837188285e-05,1.5880821592872962e-05,5.589026841334999e-06,2.2241376427700743e-05,1.9495284504955634e-05,4.4307376811048016e-05,2.3413806047756225e-05,4.42980817751959e-05,1.4601968359784223e-05,3.963429480791092e-05,2.4973820472951047e-05,1.7842563465819694e-05,3.0420085749938153e-05,4.367437577457167e-05,2.9549137252615765e-05,4.372212788439356e-05,1.124955088016577e-05,2.0748620954691432e-05,4.129881926928647e-05,3.778339774385131e-08,4.4179985707160085e-05,3.558557727956213e-05,2.3226355551742017e-05,4.14346250181552e-05,4.325965346652083e-05,4.002362038590945e-05,4.279654967831448e-05,1.5702999007771723e-05,2.0090577891096473e-05,4.349006849224679e-05,1.3038888027949724e-05,1.0657225175236817e-05,2.7807438527815975e-05,1.0491082321095746e-05,1.8434848243487068e-05,4.073320087627508e-05,2.8946969905518927e-05,1.9240153051214293e-05,4.4153941416880116e-05,2.000027961912565e-05,4.4164338760310784e-05,4.428869942785241e-05,3.4094733564415947e-05,4.1884897655108944e-05,2.0149132978986017e-05,3.102110349573195e-05,1.6884250726434402e-05,1.8071137674269266e-05,3.245674088248052e-05,6.6646075538301375e-06,1.443199744244339e-05,4.424626240506768e-05,1.460938983655069e-05,4.1842613427434117e-05,2.520231419111951e-07,1.1673355402308516e-05,4.392486152937636e-05,1.214835538121406e-05,1.8766766515909694e-05,1.215174142998876e-05,4.389745299704373e-05,4.184737190371379e-05,4.244109368300997e-05,4.006662857136689e-05,1.058204270520946e-05,1.249374145118054e-05,4.430375338415615e-05,3.287238359916955e-05,1.0210269465460442e-05,4.235961750964634e-05,1.5045614418340847e-05,4.4279608118813485e-05,4.1695584513945505e-05,4.408951281220652e-05,3.196973557351157e-05,3.26581830449868e-05,1.3597735915027442e-06,4.396413351059891e-05,3.926057615899481e-05,1.519833716656649e-07,3.042065873160027e-05
7,5.0249818741576746e-05,5.053955101175234e-05,4.342212560004555e-05,4.47083730250597e-05,5.0417263992130756e-05,3.631486833910458e-05,4.4119853555457667e-05,4.721902223536745e-05,3.366697274032049e-05,5.043274359195493e-05,5.0420629122527316e-05,3.8422087527578697e-05,5.040259566158056e-05,4.829797398997471e-05,3.7357309338403866e-05,5.103937292005867e-05,2.050190232694149e-05,5.107006290927529e-05,5.856065399711952e-06,5.1747410907410085e-05,5.0504004320828244e-05,5.021022661821917e-05,5.069012695457786e-05,4.663821528083645e-05,4.837318920181133e-05,1.4917442967998795e-05,4.581355460686609e-05,1.436576076230267e-05,5.07195909449365e-05,2.8477732485043816e-05,4.464342418941669e-05,4.928216731059365e-05,3.987078889622353e-05,1.945606345543638e-05,4.070866634720005e-05,1.1054955393774435e-05,5.1611674280138686e-05,4.761593299917877e-05,2.5518942493363284e-05,2.0008981664432213e-05,1.6870062609086744e-05,3.3985379559453577e-06,4.594876736518927e-05,2.5249473765143193e-05,9.894910363072995e-06,5.897143182664877e-06,2.21716381929582e-05,5.028654049965553e-05,4.8020152462413535e-05,1.042321036948124e-05,5.122362563270144e-05,5.169021096662618e-05,4.2296444007661194e-05,5.170539589016698e-05,4.8968548071570694e-05,2.658743687788956e-05,4.1271643567597494e-05,4.852082201978192e-05,1.706407783785835e-05,4.807648292626254e-05,1.29198106151307e-05,1.5631017959094606e-05,3.5967332223663107e-05,2.43187078012852e-05,4.7985678975237533e-05,3.9274891605600715e-05,4.975630872650072e-05,4.916334000881761e-05,3.7785193853778765e-05,5.124352537677623e-05,1.7060204982044525e-07,1.624145261303056e-05,5.071746636531316e-05,7.664861186640337e-06,3.116017978754826e-05,5.154070822754875e-05,1.1743644790840335e-05,5.144440001458861e-05,3.739196472452022e-07,5.144377428223379e-05,1.163912020274438e-05,2.4397255401709117e-05,8.461461220576894e-06,2.7758975193137303e-05,5.169623182155192e-05,5.136511754244566e-05,1.4554327208315954e-05,3.733891935553402e-05,5.172884266357869e-05,8.343299668922555e-06,5.055129440734163e-05,1.4001250747242011e-05,2.4717390260775574e-05,1.2480169061745983e-05,3.830345667665824e-05,3.7570051063084975e-05,4.2711115384008735e-05,1.190043258247897e-05,2.9076749342493713e-05,2.790566759358626e-05,3.9870181353762746e-05
8,6.571268841071287e-06,9.821474122873042e-07,1.8253760572406463e-05,1.6468935370994586e-07,9.308415656050784e-07,3.201316940248944e-05,1.7024092812789604e-05,1.1740119589376263e-05,3.78503609681502e-05,9.368926043862302e-07,9.319878131464066e-07,2.7670155759551562e-05,9.247531806977349e-07,9.933106412063353e-06,2.983490594488103e-05,1.2587317996803904e-06,7.558445940958336e-05,1.2801082220903481e-06,0.00016317043628077954,2.5157014533760957e-06,6.100729024183238e-06,6.643814685958205e-06,1.052043216986931e-06,1.2713779142359272e-05,9.806204616324976e-06,9.892612433759496e-05,1.410632557963254e-05,0.00010163864499190822,5.68732684769202e-06,5.071242412668653e-05,1.6114439858938567e-05,8.272480954474304e-06,2.4821210899972357e-05,7.948218262754381e-05,2.322079126315657e-05,0.00012019753194181249,3.5467401175992563e-06,1.1075097063439898e-05,5.908660386921838e-05,3.4254990510795835e-10,8.998973498819396e-05,0.00019805571355391294,1.3877304809284396e-05,5.9890502598136663e-05,0.00012789727770723403,0.00016271285130642354,6.971880793571472e-05,6.5060930865001865e-06,1.0397252481197938e-05,0.0001242967991856858,4.625097972166259e-06,3.2212033147516195e-06,2.027674054261297e-05,3.132760411972413e-06,8.804783647065051e-06,5.596256232820451e-05,2.216536995547358e-05,9.55925315793138e-06,8.915075159166008e-05,1.030596195050748e-05,0.00010921992361545563,9.554633288644254e-05,3.275486233178526e-05,6.274171028053388e-05,1.045608860295033e-05,2.5981225917348638e-05,7.451905730704311e-06,8.475549293507356e-06,2.895576471928507e-05,1.4211635743777151e-06,0.0003687232674565166,9.276087075704709e-05,5.692663762602024e-06,0.0001452973228879273,6.725703549648188e-09,3.7891143165325047e-06,0.00011596457625273615,4.070385330123827e-06,0.00032707981881685555,4.072376668773359e-06,0.00011659367009997368,6.249579746508971e-05,0.0001386150106554851,5.26697222085204e-05,3.1811230201128637e-06,4.281211658963002e-06,0.00010070252028526738,2.9874780011596158e-05,2.9857376375730382e-06,0.0001395659492118284,6.010200650052866e-06,0.00010348568321205676,6.15098761045374e-05,0.0001116725688916631,2.791181941574905e-05,2.9398457627394237e-05,1.007348515713602e-07,0.00011503253335831687,4.911765790893696e-05,3.0234565961961835e-09,2.4822606064844877e-05
9,1.1470250683487393e-05,2.883009756260435e-06,2.3141434212448075e-05,7.588258768009837e-07,2.77067260867625e-06,3.3136595448013395e-05,2.2095206077210605e-05,1.718669773254078e-05,3.665782787720673e-05,2.7840121674671536e-06,2.7731989575841e-06,3.0270663046394475e-05,2.7572677936404943e-06,1.531779889774043e-05,3.1726965971756727e-05,3.4631505059223855e-06,5.298080577631481e-05,3.506327630020678e-06,6.629593553952873e-05,5.753650839324109e-06,1.08825724964845e-05,1.1559431186469737e-05,3.0334274470078526e-06,1.814917050069198e-05,1.5182068636931945e-05,5.915556903346442e-05,1.9476183297229e-05,5.972450890112668e-05,1.0353662219131365e-05,4.3321957491571084e-05,2.1300569642335176e-05,1.3486129319062456e-05,2.8258134989300743e-05,5.418394357548095e-05,2.707645580812823e-05,6.290219607762992e-05,7.380828265013406e-06,1.6512642105226405e-05,4.699332930613309e-05,6.722642442724691e-09,5.707360469386913e-05,6.601123459404334e-05,1.926173899846617e-05,4.732188972411677e-05,6.388394831446931e-05,6.628470873693004e-05,5.102463546791114e-05,1.138948391599115e-05,1.580969910719432e-05,6.344753637677059e-05,8.933401659305673e-06,6.884572030685376e-06,2.4797334845061414e-05,6.747396582795773e-06,1.4086796909396071e-05,4.567862197291106e-05,2.627597496029921e-05,1.4915662177372724e-05,5.686030272045173e-05,1.5712957974756137e-05,6.11687355558388e-05,5.840581434313208e-05,3.360402479302138e-05,4.8454076022608206e-05,1.5870788047323003e-05,2.9091133910696954e-05,1.2533693734440021e-05,1.3716527064389084e-05,3.114182618446648e-05,3.7871720905968687e-06,4.658905163523741e-05,5.77535065531265e-05,1.036041521729203e-05,6.547199154738337e-05,6.666419949397095e-08,7.741281478956807e-06,6.228138954611495e-05,8.15071598481154e-06,5.26978365087416e-05,8.15357816463802e-06,6.237794150365517e-05,4.835777508560568e-05,6.495964044006541e-05,4.422272104420699e-05,6.822775958426064e-06,8.452108886558563e-06,5.953121944912709e-05,3.175382153131068e-05,6.516147095680935e-06,6.504051270894706e-05,1.0767882486106828e-05,6.0095924709457904e-05,4.797013389179483e-05,6.159142503747717e-05,3.0434986911132e-05,3.143809226457961e-05,5.236357196736208e-07,6.213666347321123e-05,4.2567575292196125e-05,3.608706578006604e-08,2.8259213650017045e-05
