,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100
0,5.283886639517732e-05,3.705350779152165e-05,2.2193100448930636e-05,3.333994043160878e-05,5.551265348913148e-05,2.4288955804271e-05,4.519549111137167e-05,4.889241972705349e-05,3.3564992918400094e-05,5.552142101805657e-05,2.7757123461924493e-05,2.583168194784473e-05,2.77523049589945e-05,5.023957783123478e-05,1.589688089062782e-05,5.581742152571678e-05,1.980158413061872e-05,3.72200496106719e-05,2.6774655452754814e-06,4.050834368999032e-05,5.320655327523127e-05,5.278297248878516e-05,3.1308843517763314e-05,2.8909963293699545e-05,5.033539855503477e-05,7.089823157002684e-06,2.621727213004811e-05,6.815630968048936e-06,2.9440510843414817e-05,1.907335856230929e-05,3.9263023479309466e-05,2.289501490950998e-05,8.071484626270827e-06,8.517730417555537e-06,2.4777879298198967e-05,6.911909319266368e-06,5.510326082003303e-05,0.0,1.6177133922475924e-05,1.0839668643062133e-05,1.613085623830557e-05,1.1083119798885572e-06,4.73526852147188e-05,1.458369925702837e-05,3.0788793689377294e-06,2.696920546441106e-06,1.2289738931160952e-05,3.777959136641584e-05,4.988968066754751e-05,9.7509728220757e-07,2.925901767761948e-05,5.531395800062455e-05,4.309442738303915e-05,2.7683156076818705e-05,3.406807566837718e-05,1.4152765548455397e-05,2.2363284369930624e-05,5.052367487223819e-05,9.647187818534967e-06,6.24486483502551e-06,1.2200019227748273e-05,7.44537965147174e-06,2.8843359905295075e-05,1.8445738330936165e-05,2.2398806714026927e-05,2.8169301297185166e-05,1.738415570192349e-05,3.423792562292268e-05,2.0290501803780597e-05,4.657240424421616e-05,9.549234011716947e-08,3.1002480682218433e-06,5.352431981009431e-05,3.934130492982351e-06,6.347180412073307e-06,0.0,1.104249258787604e-05,2.8561329362792488e-05,1.1734648452943475e-07,2.7370459065423344e-05,7.2933792883607875e-06,1.6658712229400405e-05,7.848158020351548e-06,0.0,5.5336833611363545e-05,2.099633303050023e-05,1.3818521438224708e-05,0.0,3.119366192549933e-05,5.354378887344725e-06,2.6638506824383512e-05,5.686957982626545e-06,4.021392669528721e-06,6.72378103315298e-06,0.0,1.6131481776634847e-05,2.467576450726483e-05,3.732160924604007e-06,9.559689109058429e-06,1.4855237947943222e-05,0.0
1,4.783303302247077e-05,3.431814729992766e-05,4.256872853147797e-05,1.5083047603386347e-05,4.558585715130903e-05,3.621466385084205e-05,4.3163578084204346e-05,4.56954694527667e-05,3.375206142663956e-05,4.5606775529449806e-05,4.558957880362868e-05,3.814347655861639e-05,4.5565269829239696e-05,4.6515844587702304e-05,2.424307240289636e-05,4.649859329219908e-05,2.1050440409453582e-05,0.0,3.129425522274687e-06,4.799326052307151e-05,4.797595829586498e-05,4.781076859217137e-05,1.149314357462572e-05,2.261889494548086e-05,4.657102181226946e-05,1.1064312275266275e-05,2.674381757969968e-05,5.844446051291331e-06,2.4043492885539308e-05,1.6013372159149083e-05,2.9069936620847635e-05,4.72166393592488e-05,3.945025309803896e-05,2.0016052076243795e-05,4.019810512545519e-05,1.159019666374661e-05,4.830697798752226e-05,4.600186366587877e-05,1.514652831247076e-05,9.306581887358334e-06,1.7444530385546386e-05,1.968833142503475e-06,0.0,2.5703460778458972e-05,7.109036587502398e-06,0.0,2.269505421281792e-05,4.785534838447347e-05,4.630952389561571e-05,9.383753422298469e-06,4.829007957596332e-05,4.8255595174850896e-05,4.1595500078983605e-05,4.823381095775403e-05,4.699976125266403e-05,1.3500686691259034e-05,1.5261329735949403e-05,0.0,7.055279274936766e-06,2.6486352518466966e-05,1.347884153801715e-05,1.2604412404471077e-05,0.0,2.4797111109364774e-05,2.7944252580263703e-05,1.1118560256103852e-05,3.168775098553548e-05,3.142339846817777e-05,2.0868663139279106e-05,4.682863800553605e-05,2.026279162237188e-07,1.177168796857586e-05,4.808619996765629e-05,8.126287866616622e-06,1.0080880747409539e-05,1.610868033215714e-05,1.228894052474061e-05,1.7260645108763125e-05,1.4463198757160475e-07,4.8329613491659984e-05,0.0,8.291175011739444e-06,8.94412187335547e-06,2.813270839396864e-05,4.824525967705995e-05,2.9735876104006402e-05,1.5125372556212824e-05,3.7156001781113446e-05,2.753958064464054e-05,5.514389158634003e-06,2.2286225170578946e-05,5.395963011391425e-06,2.0988059077353682e-05,1.3034636140218936e-05,0.0,1.981622352270113e-05,1.8319731680094264e-05,8.298534036536392e-06,9.799576218938455e-06,7.3990043650458874e-06,3.944978016079404e-05
2,1.1638298019533975e-05,2.2305488869278634e-06,2.328105256310664e-05,5.306810256418734e-07,2.8595729872904485e-06,3.31655828631483e-05,2.224229501734953e-05,1.735512887535151e-05,3.662768722278997e-05,2.873197217923007e-06,2.862165501937852e-06,3.0340002922457643e-05,2.8459448913054075e-06,1.548889667901676e-05,1.934256547626675e-05,3.5644798117573373e-06,5.245173815637827e-05,2.4056821530393795e-06,6.4348460000474e-05,5.885734481125837e-06,1.104888906411361e-05,1.1727932360372506e-05,1.824270024523381e-06,9.157261047221255e-06,1.5353120033978485e-05,4.16140236276468e-05,1.5709303261246534e-05,3.851395815907945e-05,8.414465992245824e-06,2.7452336243269123e-05,2.145259713870473e-05,1.365784464724129e-05,2.835176201188005e-05,3.215755132259801e-05,2.038709271801054e-05,6.165642844280228e-05,7.528004516643705e-06,0.0,3.502604977256851e-05,4.991195012848949e-09,5.6320743169635534e-05,4.236767320738485e-05,9.71147255768301e-06,4.701945726992562e-05,4.4844047015826426e-05,3.217209450667724e-05,5.058233000454493e-05,1.1557792277017144e-05,1.598014023329597e-05,5.3256548458843364e-05,9.091327228816226e-06,7.027851097518578e-06,2.492442035872955e-05,0.0,1.4258382179832552e-05,2.9395328430623252e-05,1.6493979728693375e-05,0.0,3.741426917258651e-05,5.956488166702911e-06,6.010504148434848e-05,4.605246940627694e-05,0.0,4.811121107195504e-05,1.119841617078494e-05,2.3704437921878707e-05,8.469517221480299e-06,1.3888375178794377e-05,2.0800211738484602e-05,2.595902212002936e-06,4.301252192817629e-05,4.556642670650035e-05,1.052505467669107e-05,5.104843876324594e-05,4.328816345378072e-08,5.260933297298228e-06,6.110494723543525e-05,5.244441701123785e-06,0.0,0.0,4.079420856821041e-05,4.115988433893238e-05,6.340828258544207e-05,4.401641490403563e-05,6.965189641050529e-06,6.520380421451674e-06,5.860739474883303e-05,3.180356725351885e-05,3.803543742313715e-06,5.5538736887683626e-05,7.653624834347283e-06,4.1607077340207375e-05,3.970491889049299e-05,3.024332363565918e-05,3.050350096600596e-05,1.956347643334249e-05,5.519164005818311e-07,6.097651203162968e-05,1.413516656612046e-05,3.935994996595582e-08,2.8352802473818883e-05
3,6.693465365970042e-06,0.0,0.0,1.2689722458011e-07,9.633314448365129e-07,3.205870962119661e-05,1.7189147911267355e-05,1.1897845979547128e-05,3.77983451471664e-05,9.695539802123676e-07,9.64510263656848e-07,2.777108602458611e-05,9.571082273396314e-07,1.0082180779136252e-05,1.19640477350913e-05,1.2994008784517064e-06,7.423502393066883e-05,1.32130742258596e-06,0.0,2.5823521809797967e-06,6.218013822945068e-06,6.766732894902816e-06,8.157498996297363e-07,9.656414931669131e-06,9.954396773537155e-06,3.20760445902124e-05,5.708251046598889e-06,4.723211421388322e-05,3.479984206933295e-06,2.2375408055571217e-05,1.628079371585045e-05,8.410161171923392e-06,2.494856744306162e-05,7.793529221089557e-05,2.335994759050664e-05,5.796756158815e-05,3.630692162914784e-06,1.1230136806261726e-05,3.4091436949286916e-05,1.9758824412021543e-10,8.785477984929457e-05,0.00011139054258816,0.0,5.921828778809868e-05,5.157591799469032e-05,0.0,6.864400347694755e-05,6.627806214964949e-06,1.0549208127486054e-05,6.839625504131428e-05,4.724730388261378e-06,3.300055368526955e-06,2.043264430540148e-05,3.210132263120613e-06,8.9465484052198e-06,4.434298898559064e-05,5.578001491812756e-06,9.705776392365806e-06,8.70661751832813e-05,5.9755018030825456e-06,0.0,7.445451337844135e-05,1.0929935039409125e-05,3.097964508924633e-05,5.556391183095652e-06,1.11849723387942e-05,3.7913591768301554e-06,8.614693797426298e-06,1.9360719306860122e-05,1.4656719713457278e-06,0.0003280969103798,2.7137443976243957e-05,5.805424734717235e-06,0.0,4.367421091444612e-09,2.584598405519501e-06,0.0001120357555919,2.7748422629277534e-06,0.0002945389423985,4.164247457083548e-06,7.507759437426667e-05,6.172434223117307e-05,0.000132748085889,5.224253618507646e-05,3.2593097785138525e-06,3.160543378221014e-06,9.788665192900226e-05,2.99493913189508e-05,1.530358758827788e-06,0.00010020976696972501,2.0421704599963655e-06,5.954229790299259e-05,6.077592115616426e-05,3.602486685846666e-05,2.8009690140606835e-05,1.5017784807121573e-05,0.0,7.41180265322e-05,4.8796471673995256e-05,1.098867367469817e-09,2.495005355740432e-05
4,1.6222449630731717e-05,5.651535047945799e-06,2.681615660549141e-05,1.978705540750525e-06,5.479207629832672e-06,3.385365198482759e-05,2.5980751161114316e-05,2.178174145228695e-05,3.593566361814737e-05,5.49981359654339e-06,5.48313118997612e-06,3.20071485475637e-05,5.458627128973603e-06,2.0051242245244797e-05,3.296259819762781e-05,6.516982921311865e-06,4.245676245773211e-05,6.580080480489414e-06,3.7651432648999617e-05,9.638581104809418e-06,1.5601501218043268e-05,1.6316023902618326e-05,5.87975455346168e-06,2.264246722916141e-05,1.99221776711056e-05,2.5744074810063464e-05,2.3798605980118737e-05,3.2134650609805255e-05,1.1274892358414947e-05,2.244519834805812e-05,2.533290535211563e-05,1.827726919145789e-05,3.062890755245462e-05,4.267121767043136e-05,2.978821976284962e-05,4.194428402115591e-05,1.1653219189611264e-05,2.116628820658661e-05,4.075102697242983e-05,3.177366977524798e-08,4.295576218282804e-05,3.3040327252820134e-05,2.3614278688910417e-05,4.086875924258493e-05,4.136351344641298e-05,3.770710827666335e-05,4.200759212835692e-05,1.6138286810019054e-05,2.05140131583903e-05,4.164829806541093e-05,1.3461026355798822e-05,1.1053510206693318e-05,2.809944089676719e-05,1.088509634428192e-05,1.886774225567933e-05,4.025713860755786e-05,2.920568294939585e-05,1.9668490494950674e-05,4.294765312806703e-05,2.042384585365653e-05,4.2572977690724656e-05,4.295418330002576e-05,3.4141969081247225e-05,0.0,1.0681078352857952e-05,3.120726250926964e-05,1.7320575352641754e-05,1.850495027611032e-05,1.0860995341014737e-05,6.9849129431531765e-06,1.2509463886090089e-05,4.296758561395109e-05,1.504098418081412e-05,3.971093974541873e-05,9.434344860892453e-08,1.2082202374585904e-05,4.221726703690365e-05,9.421730510439374e-06,1.6543914171052165e-05,1.2565563338284846e-05,4.2178533476544544e-05,4.122285099583678e-05,4.0394148527411744e-05,3.966643998865038e-05,1.0977478268614504e-05,5.316326464440756e-06,4.286919283913449e-05,3.298032970633358e-05,1.0600323548715096e-05,4.030061973026022e-05,1.0926343640997348e-05,4.279284257791005e-05,0.0,4.245523814461194e-05,3.211770672351122e-05,3.277610085206106e-05,1.4740452343176005e-06,2.113607115461491e-05,3.894219116773456e-05,1.724865370533735e-07,1.5314835764002055e-05
5,1.062555475073168e-05,1.8724909409684192e-06,2.238276829302777e-05,1.2409313967509653e-07,2.39508426602697e-06,3.297374496469274e-05,2.1302357708918865e-05,1.6300242350553162e-05,3.682613532873802e-05,2.4071578081930056e-06,2.397386879238184e-06,2.9887238270021044e-05,2.383008904871531e-06,1.4425817425944842e-05,7.862689926696476e-06,3.0239950774557656e-06,5.578118361881934e-05,3.063529675273457e-06,7.550956797786057e-05,5.144946953805629e-06,1.0052293873741291e-05,1.0712913535826374e-05,6.582367859664372e-07,1.7271522665396333e-05,1.4290118997450918e-05,1.062393615332742e-05,0.0,3.225983527954668e-05,2.3845066152716754e-06,6.330737960524859e-06,2.04849784495309e-05,1.260712724615587e-05,2.774441054498311e-05,5.7280209148302674e-05,0.0,6.910415686434135e-05,6.6813659032050055e-06,1.562189390824642e-05,4.85732925881166e-05,1.0973688091553412e-09,6.097427467466332e-05,7.729290518909693e-05,1.8400316548650156e-05,4.896019527222961e-05,1.7663774997345172e-05,7.546856795670465e-05,5.338353366823867e-05,1.0547084457357414e-05,1.4917170119588263e-05,6.995325384195894e-05,8.16622832644498e-06,6.210781521076569e-06,2.41043289861409e-05,6.080706043576356e-06,1.3201202818891034e-05,3.135774022666738e-05,2.565320573921781e-05,1.4024813935975544e-05,6.0696820582961664e-05,1.4820847354712896e-05,0.0,6.273469625739381e-05,3.348139944137074e-05,0.0,4.40535238928586e-06,1.4314233339973725e-05,5.834077001054538e-06,0.0,5.136957649180353e-06,3.3206069929292426e-06,6.212429434526712e-05,6.186831888044253e-05,9.544905879010912e-06,3.674291292554699e-05,1.978473420649607e-08,7.024711976555409e-06,6.816534732934088e-05,0.0,6.805313023505732e-05,7.418298082484398e-06,6.830938946222886e-05,5.018508454668336e-05,7.2504386480432e-05,4.53509455837775e-05,6.15193675912451e-06,4.53174888046787e-07,6.425606261473149e-05,3.147957613691688e-05,5.862530088052154e-06,7.265251042554155e-05,4.754215099281915e-06,6.50331421638839e-05,0.0,2.238413677938903e-05,3.006418228324037e-05,3.11399890051689e-05,0.0,3.397592809051275e-05,4.345307388575748e-05,2.615037431041856e-08,1.3872748240828514e-05
6,1.578736919327639e-05,2.504753895967345e-06,2.6490813979762606e-05,1.0382559050571138e-06,5.200286523177056e-06,3.3790718589443713e-05,2.5635952624725174e-05,2.1370693502831276e-05,3.5999244573758915e-05,0.0,5.204090484767221e-06,2.1235743285312008e-05,5.180191237741383e-06,1.9624789274530485e-05,2.1902771550230685e-05,6.208835202414775e-06,4.337531208875589e-05,4.1801592184735154e-06,3.997103340225294e-05,5.052993814884261e-06,0.0,1.5880821592872962e-05,4.366427219792968e-06,4.448275285540146e-06,1.9495284504955634e-05,3.164812629360573e-05,2.3413806047756225e-05,3.177905866481445e-05,9.491279433859746e-06,2.5221823968670584e-05,1.4270754555972026e-05,1.0495625568129233e-05,2.4336068599950528e-05,2.7792784583818335e-05,1.772948235156946e-05,3.643510657032797e-05,1.124955088016577e-05,1.0374310477345716e-05,2.477929156157188e-05,2.3251321688523884e-08,4.4179985707160085e-05,2.2645367359721355e-05,9.290542220696808e-06,1.657385000726208e-05,2.383695191012372e-05,2.0011810192954727e-05,3.66827568671267e-05,1.1216427862694089e-05,2.0090577891096476e-05,2.6094041095348073e-05,1.153440094780168e-05,1.0657225175236816e-05,2.7807438527815972e-05,6.294649392657448e-06,1.8434848243487068e-05,2.5282676405963842e-05,1.5970742016838027e-05,1.9240153051214293e-05,3.1167488058974205e-05,1.5000209714344237e-05,4.4164338760310784e-05,2.5835074666247234e-05,2.0456840138649566e-05,3.141367324133171e-05,1.3517772758053911e-05,1.8012253642683066e-05,3.7520557169854224e-06,1.204742511617951e-05,1.0818913627493505e-05,4.443071702553426e-06,8.81111422801807e-06,3.097238368354738e-05,1.460938983655069e-05,2.953596241936526e-05,8.400771397039837e-08,3.891118467436172e-06,4.392486152937636e-05,7.42399495518637e-06,7.037537443466134e-06,1.215174142998876e-05,1.4632484332347909e-05,3.208298512618057e-05,4.244109368300997e-05,4.006662857136689e-05,1.058204270520946e-05,8.969865657257824e-06,4.430375338415615e-05,3.287238359916955e-05,4.375829770911618e-06,2.280902481288649e-05,9.672180697504831e-06,2.0558389483734834e-05,1.389852817131517e-05,4.408951281220652e-05,3.196973557351157e-05,1.872402494579243e-05,6.798867957513721e-07,4.396413351059891e-05,2.6173717439329877e-05,7.599168583283245e-08,2.4336526985280218e-05
7,5.0249818741576746e-05,2.526977550587617e-05,4.342212560004555e-05,4.47083730250597e-05,5.041726399213076e-05,3.631486833910458e-05,4.411985355545767e-05,4.721902223536745e-05,3.366697274032049e-05,5.043274359195493e-05,5.042062912252732e-05,3.8422087527578697e-05,5.040259566158056e-05,4.829797398997471e-05,3.7357309338403866e-05,5.103937292005867e-05,2.050190232694149e-05,5.107006290927529e-05,5.856065399711952e-06,5.1747410907410085e-05,5.050400432082824e-05,5.021022661821917e-05,5.069012695457786e-05,4.663821528083645e-05,4.837318920181133e-05,1.1933954374399038e-05,0.0,1.436576076230267e-05,3.8039693208702374e-05,2.034123748931701e-05,4.464342418941669e-05,4.928216731059365e-05,3.987078889622353e-05,1.945606345543638e-05,4.070866634720005e-05,1.1054955393774437e-05,5.1611674280138686e-05,4.761593299917877e-05,2.5518942493363284e-05,1.5206826064968482e-05,1.6870062609086744e-05,3.3985379559453577e-06,4.594876736518927e-05,2.5249473765143197e-05,7.421182772304748e-06,2.9485715913324384e-06,2.21716381929582e-05,5.028654049965553e-05,4.8020152462413535e-05,1.042321036948124e-05,5.122362563270144e-05,5.169021096662618e-05,4.22964440076612e-05,5.170539589016698e-05,4.896854807157069e-05,2.658743687788956e-05,4.127164356759749e-05,4.852082201978192e-05,1.706407783785835e-05,4.807648292626254e-05,1.29198106151307e-05,1.5631017959094606e-05,3.5967332223663107e-05,2.43187078012852e-05,3.165012868579496e-05,1.963744580280036e-05,4.975630872650072e-05,4.916334000881761e-05,3.1487661544815644e-05,5.124352537677623e-05,1.7060204982044525e-07,1.624145261303056e-05,5.071746636531316e-05,7.664861186640337e-06,3.116017978754826e-05,5.154070822754875e-05,1.1743644790840335e-05,3.858330001094146e-05,3.739196472452022e-07,5.144377428223379e-05,1.163912020274438e-05,2.439725540170912e-05,8.461461220576894e-06,2.7758975193137303e-05,5.169623182155192e-05,3.323625252746483e-05,1.4554327208315954e-05,3.733891935553402e-05,5.172884266357869e-05,8.343299668922555e-06,2.888645394705236e-05,1.4001250747242013e-05,2.4717390260775574e-05,8.320112707830658e-06,3.830345667665824e-05,2.5046700708723318e-05,4.2711115384008735e-05,1.190043258247897e-05,2.9076749342493716e-05,2.790566759358626e-05,1.9935090676881373e-05
8,6.571268841071287e-06,4.910737061436521e-07,1.8253760572406463e-05,7.685503173130807e-08,9.308415656050784e-07,3.201316940248944e-05,1.7024092812789604e-05,1.1740119589376263e-05,3.78503609681502e-05,9.368926043862302e-07,9.319878131464066e-07,2.767015575955156e-05,9.247531806977348e-07,9.933106412063353e-06,1.3259958197724902e-05,1.2587317996803904e-06,7.558445940958336e-05,1.280108222090348e-06,0.0001631704362807,2.515701453376096e-06,6.100729024183238e-06,6.643814685958205e-06,1.052043216986931e-06,6.356889571179636e-06,9.806204616324976e-06,1.6487687389599153e-05,5.642530231853016e-06,4.860978673525652e-05,2.84366342384601e-06,1.6904141375562176e-05,1.6114439858938567e-05,8.272480954474304e-06,2.482121089997236e-05,7.948218262754381e-05,2.322079126315657e-05,0.0001201975319418,3.5467401175992563e-06,0.0,3.7317855075295816e-05,1.918279468604567e-10,8.998973498819396e-05,0.00012543528525080333,1.3877304809284396e-05,5.989050259813666e-05,5.7760060900025815e-05,8.13564256532e-05,6.971880793571472e-05,6.5060930865001865e-06,1.0397252481197938e-05,0.0001242967991856,4.625097972166259e-06,3.2212033147516195e-06,2.027674054261297e-05,3.132760411972413e-06,8.804783647065051e-06,2.2385024931281808e-05,2.216536995547358e-05,9.55925315793138e-06,8.915075159166008e-05,7.3614013932196295e-06,0.0001092199236154,5.7327799731865524e-05,3.275486233178526e-05,0.0,5.127504987985259e-06,0.0,5.9615245845634495e-06,2.8251830978357853e-06,2.412980393273756e-05,1.4211635743777151e-06,0.0003687232674565,4.638043537852354e-05,5.692663762602024e-06,0.0,0.0,2.52607621102167e-06,0.0001159645762527,3.731186552613508e-06,0.0003270798188168,4.072376668773359e-06,0.0001165936700999,6.249579746508971e-05,0.0001386150106554,5.26697222085204e-05,3.181123020112864e-06,1.6649156451522781e-06,0.0001007025202852,2.987478001159616e-05,1.4928688187865191e-06,0.0001395659492118,2.3116156346357175e-06,6.72656940878e-05,5.12582300871145e-05,5.58362844458e-05,0.0,1.9390472052111093e-05,5.03674257856801e-08,7.66883555722e-05,4.911765790893696e-05,2.0156377307974558e-09,0.0
9,1.1470250683487391e-05,7.207524390651088e-07,0.0,3.2521109005756443e-07,2.77067260867625e-06,3.3136595448013395e-05,2.2095206077210605e-05,1.718669773254078e-05,3.665782787720673e-05,2.7840121674671536e-06,2.7731989575841e-06,3.0270663046394475e-05,2.7572677936404943e-06,1.531779889774043e-05,7.931741492939182e-06,3.463150505922385e-06,5.298080577631481e-05,3.506327630020678e-06,6.629593553952873e-05,5.753650839324109e-06,1.08825724964845e-05,1.1559431186469736e-05,1.5167137235039263e-06,9.07458525034599e-06,1.5182068636931945e-05,1.9718523011154804e-05,0.0,3.9816339267417795e-05,5.176831109565682e-06,1.925420332958715e-05,2.1300569642335176e-05,1.3486129319062456e-05,2.8258134989300743e-05,5.418394357548095e-05,2.707645580812823e-05,6.290219607762992e-05,7.380828265013406e-06,0.0,4.699332930613309e-05,3.964635286735074e-09,5.707360469386913e-05,2.2850042744091923e-05,1.926173899846617e-05,4.732188972411677e-05,3.709390547291766e-05,3.314235436846502e-05,5.102463546791114e-05,1.138948391599115e-05,1.580969910719432e-05,6.344753637677059e-05,8.933401659305673e-06,6.884572030685376e-06,2.479733484506141e-05,6.747396582795773e-06,1.4086796909396073e-05,1.8271448789164426e-05,2.627597496029921e-05,1.4915662177372724e-05,5.686030272045173e-05,1.5712957974756137e-05,0.0,5.840581434313208e-05,3.360402479302138e-05,0.0,6.9338394381508275e-06,2.9091133910696957e-05,0.0,4.572175688129694e-06,5.190304364077745e-06,3.7871720905968687e-06,4.658905163523741e-05,3.850233770208434e-05,1.036041521729203e-05,3.2735995773691684e-05,1.3332839898794184e-08,7.741281478956807e-06,6.228138954611495e-05,4.07535799240577e-06,5.26978365087416e-05,8.15357816463802e-06,6.237794150365517e-05,4.835777508560568e-05,6.495964044006541e-05,4.422272104420699e-05,6.822775958426064e-06,3.480280129759408e-06,5.953121944912709e-05,3.175382153131068e-05,6.516147095680935e-06,6.504051270894706e-05,4.96979191666469e-06,0.0,1.9188053556717932e-05,2.053047501249239e-05,3.0434986911132e-05,8.982312075594174e-06,5.236357196736208e-07,0.0,4.2567575292196125e-05,0.0,1.4129606825008523e-05
