0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101
1.0,0.6666666666666667,0.5,0.6521739130434783,1.0,0.6666666666666667,1.0,1.0,1.0,1.0,0.5,0.6666666666666667,0.5,1.0,0.42307692307692313,1.0,1.0,0.6666666666666667,0.5,0.7272727272727273,1.0,1.0,0.5625,0.6,1.0,0.5,0.5555555555555556,0.5,0.55,0.6799999999999999,0.8571428571428572,0.4444444444444444,0.19999999999999996,0.4545454545454546,0.6,0.6666666666666667,1.0,0.0,0.6481481481481481,0.41758241758241754,1.0,0.36363636363636365,1.0,0.5909090909090908,0.33333333333333337,0.5,0.5714285714285714,0.7142857142857143,1.0,0.09999999999999998,0.5384615384615384,1.0,1.0,0.5,0.6666666666666667,0.5428571428571429,0.5333333333333333,1.0,0.5909090909090908,0.4285714285714286,0.125,1.0,0.5,0.8,0.7777777777777778,0.4493670886075949,0.7096774193548387,0.33333333333333337,0.6666666666666667,0.5333333333333333,0.8333333333333334,0.6842105263157895,0.19999999999999996,1.0,0.5555555555555556,0.16666666666666663,0.0,1.0,0.5217391304347826,0.375,0.5,0.6666666666666667,0.7,1.0,0.0,1.0,0.3846153846153846,1.0,0.0,0.5625,0.6923076923076923,0.5,0.4285714285714286,0.16666666666666663,0.5714285714285714,0.0,0.42666666666666664,0.5,0.33333333333333337,0.33333333333333337,0.4285714285714286,0.0
1.0,0.75,1.0,0.38888888888888884,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6521739130434783,1.0,1.0,0.0,0.5,1.0,1.0,1.0,0.25,0.5,1.0,0.7142857142857143,0.6,0.3913043478260869,0.5,0.5555555555555556,0.6666666666666667,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5833333333333333,0.6111111111111112,1.0,0.5333333333333333,0.0,1.0,0.6829268292682926,0.0,1.0,1.0,1.0,0.8571428571428572,1.0,1.0,1.0,1.0,1.0,0.5,0.375,0.0,0.4,0.6818181818181819,0.5714285714285714,1.0,0.7777777777777778,0.0,1.0,0.6037735849056604,0.2857142857142857,0.6666666666666667,0.6666666666666667,0.5555555555555556,1.0,1.0,0.7,1.0,1.0,0.4,0.33333333333333337,1.0,0.3571428571428571,0.33333333333333337,1.0,0.0,0.33333333333333337,1.0,1.0,1.0,0.6153846153846154,1.0,1.0,0.5714285714285714,0.625,0.4642857142857143,0.37037037037037035,0.8333333333333334,1.0,0.0,0.5303030303030303,0.5,0.6666666666666667,0.33333333333333337,0.33333333333333337,1.0
1.0,0.75,1.0,0.6666666666666667,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6086956521739131,1.0,1.0,0.6666666666666667,1.0,1.0,1.0,1.0,0.5833333333333333,0.5,1.0,0.7142857142857143,0.8,0.6551724137931034,0.8,0.6363636363636364,1.0,1.0,1.0,0.6,0.75,1.0,1.0,0.0,0.75,0.6666666666666667,1.0,0.6666666666666667,0.5,1.0,0.7173913043478262,0.5,1.0,1.0,1.0,0.8571428571428572,1.0,1.0,1.0,0.0,1.0,0.6470588235294117,0.625,0.0,0.6666666666666667,0.6956521739130435,0.375,1.0,0.8,0.0,1.0,0.6981132075471699,0.8125,0.6666666666666667,1.0,0.6666666666666667,0.6666666666666667,1.0,0.8,1.0,0.8,0.6,0.6666666666666667,1.0,0.631578947368421,0.0,0.0,0.6666666666666667,0.8571428571428572,1.0,1.0,1.0,0.7575757575757576,1.0,1.0,0.5714285714285714,0.875,0.7,0.7037037037037037,0.8333333333333334,0.5,1.0,0.6212121212121212,1.0,1.0,0.33333333333333337,1.0,1.0
1.0,0.0,0.0,0.7333333333333334,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.75,0.75,1.0,0.33333333333333337,0.4,0.4782608695652174,0.6,0.4444444444444444,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.5833333333333333,0.5185185185185186,1.0,0.6,0.0,1.0,0.4193548387096774,0.0,1.0,1.0,1.0,0.5714285714285714,1.0,1.0,1.0,1.0,1.0,0.8,0.25,1.0,1.0,0.5555555555555556,0.5714285714285714,0.0,0.8,0.33333333333333337,0.5,0.5238095238095238,0.4285714285714286,0.5,1.0,0.6666666666666667,1.0,1.0,0.30000000000000004,1.0,0.0,0.6,0.6666666666666667,1.0,0.6666666666666667,1.0,1.0,0.6666666666666667,1.0,1.0,1.0,1.0,0.7222222222222222,1.0,1.0,0.5,0.75,0.33333333333333337,0.5925925925925926,1.0,0.33333333333333337,1.0,0.5094339622641509,0.0,0.6666666666666667,1.0,0.33333333333333337,1.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6,1.0,0.75,0.75,0.5714285714285714,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.72,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.75,1.0,1.0,1.0,1.0,0.0,0.5192307692307692,1.0,1.0,1.0,0.33333333333333337,1.0,1.0,1.0,1.0,1.0,0.33333333333333337,1.0,1.0,0.75,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4117647058823529,1.0,1.0,1.0,1.0,0.7058823529411764,1.0,0.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.5
1.0,0.75,1.0,0.19999999999999996,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,1.0,1.0,0.16666666666666663,0.0,0.5,0.25,0.1428571428571429,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.24,1.0,1.0,1.0,1.0,0.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6666666666666667,1.0,1.0,1.0,0.25,1.0,0.0,1.0,1.0,0.0,0.2941176470588235,0.5,0.5,0.0,0.16666666666666663,1.0,1.0,1.0,1.0,0.5,0.4,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.05882352941176472,1.0,1.0,1.0,1.0,0.4782608695652174,1.0,0.0,0.33333333333333337,1.0,1.0,0.0,0.5,1.0,1.0,0.5
1.0,0.4666666666666667,1.0,0.5652173913043479,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.6666666666666667,1.0,1.0,0.6666666666666667,1.0,1.0,0.6666666666666667,1.0,0.5454545454545454,0.0,1.0,0.78125,0.19999999999999996,1.0,0.7142857142857143,1.0,0.7173913043478262,0.65,0.6363636363636364,0.5714285714285714,0.5882352941176471,0.8,0.6363636363636364,0.6,0.8333333333333334,1.0,0.5,0.6,0.6153846153846154,1.0,0.6363636363636364,0.4,0.4,0.5510204081632653,0.5,0.8571428571428572,0.7142857142857143,1.0,0.6,0.8846153846153846,1.0,1.0,0.6,1.0,0.6206896551724138,0.5517241379310345,1.0,0.7058823529411764,0.5,0.75,1.0,0.5833333333333333,0.6,0.75,0.6708860759493671,0.5806451612903225,0.2222222222222222,0.6666666666666667,0.33333333333333337,0.6666666666666667,0.6105263157894737,0.7,1.0,0.7058823529411764,0.33333333333333337,0.33333333333333337,1.0,0.6111111111111112,0.375,1.0,0.33333333333333337,0.7666666666666666,1.0,1.0,1.0,0.717948717948718,1.0,1.0,0.4285714285714286,0.5384615384615384,0.6428571428571428,0.4642857142857143,0.33333333333333337,1.0,1.0,0.5733333333333333,0.5,1.0,0.6666666666666667,0.5,0.8
1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8,0.0,1.0,0.75,0.7142857142857143,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.76,1.0,1.0,1.0,1.0,0.75,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.75,1.0,1.0,1.0,1.0,1.0,0.6595744680851063,0.5,1.0,1.0,0.8333333333333334,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.75,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6470588235294117,1.0,1.0,1.0,1.0,0.5714285714285714,1.0,1.0,0.6666666666666667,1.0,0.6666666666666667,1.0,1.0,1.0,1.0,0.5
1.0,0.5,1.0,0.4666666666666667,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4444444444444444,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.16666666666666663,0.4,0.4782608695652174,0.5,0.33333333333333337,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.631578947368421,0.56,1.0,0.6333333333333333,1.0,1.0,0.4516129032258065,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4,1.0,1.0,1.0,0.5,0.7142857142857143,1.0,0.6,1.0,0.0,0.4903846153846154,0.0,0.8,0.33333333333333337,0.8333333333333334,1.0,1.0,0.5,1.0,0.0,0.0,0.6666666666666667,1.0,0.9166666666666666,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.38888888888888884,1.0,1.0,0.5,1.0,0.3846153846153846,0.65,0.8333333333333334,0.5,0.0,0.6595744680851063,0.5,0.6666666666666667,1.0,0.6666666666666667,0.0
1.0,0.25,0.0,0.4285714285714286,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,0.33333333333333337,0.0,0.6666666666666667,0.5,0.4444444444444444,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.5897435897435898,1.0,0.34615384615384615,1.0,1.0,0.5806451612903225,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4,1.0,1.0,1.0,0.5882352941176471,1.0,0.0,1.0,1.0,0.0,0.4368932038834952,1.0,0.0,0.33333333333333337,0.16666666666666663,1.0,1.0,0.6666666666666667,1.0,0.5,0.19999999999999996,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4117647058823529,1.0,1.0,1.0,1.0,0.46153846153846156,0.0,0.4,0.33333333333333337,1.0,0.2857142857142857,1.0,0.0,1.0,0.0,0.5
1.0,0.75,1.0,0.6666666666666667,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,0.7142857142857143,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.75,0.5,1.0,1.0,0.6666666666666667,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6153846153846154,1.0,1.0,1.0,1.0,0.8571428571428572,1.0,0.5,0.6666666666666667,1.0,0.6666666666666667,0.5,1.0,1.0,1.0,0.5
